title,text,latitude,longitude,city_text,date_posted,date_updated,price,deleted,sqft,bedrooms,bathrooms,pets,laundry,parking,craigslist,place,city,state,county
"$2900 / 1br - 804ft2 - 1 Bed 1 Bath Modern High Rise Apt w/Parking & Laundry (bayview)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Candlestick Point gated community offers the ease of suburban life in the close proximity of the city. 
Easy access to 101 & 280 freeway. 
Only 14 mins from Downtown SF, Financial District, Mission Bay. 9 mins to SFO Airport. 30 minutes southward to the heart of Silicon Valley.
*Apartment/Condominium*
- 804 sq/ft
- Open floor plan living/dining room and kitchen
- Bamboo floors in living area/carpet bedroom
- Double-paned windows, climate/noise control
- In-home washer & dryer
- Water, garbage, composting, and recycling included
- Dual master sinks/separate vanity area
- Shower/soaking bathtub
- Built-in linen cabinets in vanity area
- 2 walk-in closets
- Sunny private patio
- Central heater included
- Kitchen includes bar peninsula
- Stainless steel, energy-efficient appliances, french door refrigerator, range hood, silent dishwasher, and - convection gas range (5-burner grill)
- No Smoking in home 
*Premium Community Amenities*
- 24 hour on-site security guard
- Gated community 
- Parking included, garage with one reserved space and multiple guest spaces
- Free shuttle to Caltrain and BART (M-F)
- MUNI buses are available from nearby Third Street
- 24 hour fitness center
- Terrace overlooking waterfront view
- BBQ grill and seating
- Bike storage
- Secured package drop-off/delivery
- Elevator service
Terms:
*Available now
*Monthly Rent: $2,900
*Security Deposit: $4,350
*Lease Term: 12 months
*Owner pays water, gas, garbage, and HOA fees
*Tenant pays electric
**Please email me if you are interested in the listing.**
Please include the following information:
- Profession (if you are working) or school and major (if you are a student)
- Source of income
- LinkedIn Profile link
- Anything else you like me to know about you
*** Move in date must be 30 days or less from date of application approval. *** 
Property owner trusts that all material in posting to be correct and assume no legal responsibility for the accuracy. All information is subject to change or withdrawal without further notice.",37.709988,-122.38151299999998,bayview,2018-10-14 14:46:20,2018-10-14 14:49:08,2900.0,False,804.0,1.0,1.0,none,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3577 / 1br - 671ft2 - 1 Bed 1 Bath Unit Available in Breathtaking Location! (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Unit 04-525 is a beautiful 1 bedroom, 1 bath apartment home in the heart of SOMA. Your new home comes with a full kitchen space with an island attached and new stainless steel appliances. This apartment has hardwood floor in common areas, carpet, and great floor space. All of our units come with full size washer/dryer. 
Location, location, location! Enjoy the neighborhood with friends! Your new home gives you easy access to the entire city! In just a short walk away you can enjoy fine food and limitless fun and adventure! The Bart and Cal Train are just a short walk away and the bus is literally at your doorstep! 
awesome amenities:
**24-hour Security and Package Service
**Two 24-hour fitness centers
**Assigned controlled access parking 
**Newly installed electric vehicle charging stations
**Multiple business centers throughout community 
**Two private rooftops terraces with BBQ areas and beautiful city views! Perfect for a BBQ with guests!
**Free Wi-Fi in common areas
And yes, we are pet friendly - We have two dog wash stations and a dog park/walk for your furry family members. :-)
Call or stop by for a visit! We look forward to meeting you!
-Your MOSSO Team
MOSSO
900 Folsom Street
San Francisco CA 94107
www.mossosf.comshow contact info

Equal Housing Opportunity
*Pricing and availability subject to change at any time.
*Photos shown may not reflect actual available apartment, as our floor plans are all unique and different
do NOT contact me with unsolicited services or offers",37.780265,-122.40338700000001,SOMA / south beach,2018-10-15 12:55:16,,3577.0,False,671.0,1.0,1.0,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2900 / 1br - 425ft2 - 1 Bedroom 1 Bath - Nob Hill (nob hill)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Apartment is located on the 3rd floor of a 4-story building with plenty of natural sunlight.
The apartment feature a new renovated kitchen and bathroom.
Kitchen has a gas stove, refrigerator, microwave, garbage disposal and dishwasher.
Kitchen has tile floors.
Bathroom totally renovated with new tile and fixtures.
Laminate hardwood floors in the bedroom and living rooms.
Available for immediate move-in.
Easy access to public transportation - Muni, Bart, and Cable Car.
Walking distance to the Financial District, Downtown, Union Square, Little Italy and North Beach.
Laundry facility is 1 block away.
One year Lease.  Water & garbage is included.  Non Smoking Building
Shown by Appointment Only.  Please call Larry or Pearl at  show contact info
 to schedule an appointment.",37.793642999999996,-122.41118600000001,nob hill,2018-10-11 17:14:51,,2900.0,False,425.0,1.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2800 / 1br - 425ft2 - 1 Bedroom 1 Bath - Nob Hill (nob hill)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Apartment is located on the 2nd floor.
The apartment feature a newly renovated kitchen and bathroom.
Kitchen has a gas stove, refrigerator, microwave, garbage disposal and dishwasher .
Kitchen features new cabinets and tile floors.
Bathroom is totally renovated with new tile and fixtures.
Laminate hardwood floors in the bedroom and living rooms.
Apartment is located within walking distance to the Financial District, Downtown, Union Square and North Beach.
Easy access to public transportation - Muni, Bart, and Cable Car.
Laundry facility is 1 block away.
One year lease.  Water and garbage is included.  Non Smoking Building.
Shown by Appointment Only.  Please call Larry or Pearl at  show contact info
 to schedule an appointment.",37.793384,-122.411134,nob hill,2018-10-13 07:28:44,,2800.0,False,425.0,1.0,1.0,none,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2900 / 1br - 836ft2 - 1 Bedroom 1 Bathroom apartment for Rent with a bonus room (potrero hill)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
This spacious one bedroom/one bathroom apartment is located at the top of the North Slope of Potrero Hill in a two unit Victorian. This unit was remodeled in 2013.
The features of the apartment:
-	Located at street level with private entrance
-	Use of the rear garden with views to the west
-	Intercom system 
-	Hardwood floors throughout (except the utility room and the bathroom)
-	Recess lights
-	Large living room
-	Bedroom with large sliding door closet 
-	Eat-in kitchen is spacious and has gas stove, high functioning hood, refrigerator and ample cabinet space. No dishwasher.
-	Bathroom is large and has shower over tub. 
-	The utility room has hookups for washer and dryer (washer/dryer not provided). The room has lots of cabinets for storage. This room can even be used as an office.
-       House appraisal in 2016 determined the unit to be 836 sq. ft.
-	Close to cafes, restaurants, public transportation, Cal train and shopping. Walking distance to Whole Foods and 20th Street stores.
Pictures included. The garden right now is not as lovely as in this old picture. We are working on redoing it.
Abundant street parking.
No pets.
No smoking inside the house.
Rent is $2,900 per month, includes water and garbage. The tenant is responsible for PG&E. 
1 year lease after which the apartment will go on a month-to-month basis. First month's rent plus a security deposit of  $3,500 required before move-in.
Applicants will be background checked (with written permission) and tenant will have to have a rental insurance before move in.
Viewing will be by appointment starting October 5.  
Move-in on November 1, 2018.",37.759617,-122.403048,potrero hill,2018-10-04 21:00:44,2018-10-11 10:24:52,2900.0,False,836.0,1.0,1.0,none,hookup,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$4498 / 1br - 861ft2 - 1 Bedroom 1 Bathroom 861 sq.ft. ! (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Let Life Revolve Around You At MB360!! 
A beautiful 861 sq. ft. one bedroom apartment available for immediate move-in for $4,498 on a 12 month lease term! This home is spacious and located on the 4th floor with stainless steel appliances, large living room, high ceilings, city/skyline view, and washer and dryer included!
 Don't miss out, schedule an appointment today!
 We are located in the heart of Mission Bay! You will be just a short walk to the Caltrain station and Muni light rails, offering easy access to work, school, great neighborhoods, sports arenas (The Ballpark) and San Francisco's best attractions. 
 THE BEST PART ABOUT COMING HOME TO YOUR NEW APARTMENT:
--Studio Be: fitness centers with Technogym® equipment
 --SplashIn: swimming pool with sundeck
 --SoakIn: relaxing spa
 --GameOn: playroom with poker, ping pong and foosball
 --Pet-friendly community with Beauty and the Bark pet wash
 --Complimentary Wi-Fi in all common areas
 --Courtyards with comfy seating, heated trellis, and fireplace
 --Outdoor kitchen with BBQs
 --Private storage available
 --Garage and bike parking
 --100% non-smoking community
--Eco-friendly and seeking LEED® certification
 --Package service
 Equal Housing Opportunity",37.7694,-122.3867,SOMA / south beach,2018-10-06 16:42:18,2018-10-15 12:23:39,4498.0,False,861.0,1.0,1.0,both,in-unit,covered,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3000 / 1br - 750ft2 - 1 Bedroom Apartment Close to Dolores Park (mission district)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
455 Church Street, Apt #2
Cross Street: 17th Street
Rent:  $3,000.00
Security Deposit:  $4,500.00
This is a first floor apartment in a 4-unit building featuring:
- One bedroom with large closet
- One updated bath with shower over tub
- Large living room/dining room combo
- Updated kitchen with newer cabinetry and granite counters including gas stove, refrigerator and dishwasher
- Freshly painted and hardwood flooring throughout
Laundry facilities close by. Parking available for an additional $200.00/month. This is a no smoking, no pets property. Renters insurance required; One year lease. Tenants pay PG&E and their own Cable/TV/Internet. Owner pays Water/Sewer and Garbage/Recycle/Compost services.
Just a 1.5 block walk to Dolores Park. Walk to 16th Street BART, F and J streetcars, 22 and 23 Muni routes and Silicon Valley corporate buses. Close to Castro, Mission, Guerrero and Valencia Streets shopping and restaurants.
Contact:
Tim Cannon, BRE #00758312
Abacus Property Managementshow contact info

www.AbacusPropertyManagement.com",37.763302,-122.42850800000001,mission district,2018-10-12 10:14:30,,3000.0,False,750.0,1.0,1.0,none,none,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3450 / 1br - 725ft2 - 1 bedroom apt (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Spacious 1bedroom apartment in SOMA Square Apt complex. Available November 1. Complex has pool, hot tub and gym.",37.783784999999995,-122.39893000000001,SOMA / south beach,2018-10-07 15:54:38,2018-10-13 08:15:39,3450.0,False,725.0,1.0,1.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$1925 / 1br - 250ft2 - 1 Bedroom Available in Cow Hollow/Marina (marina / cow hollow)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
One of the rooms in my 2 BR Apartment is opening up and I'm looking to fill it ASAP. 
A little about the area:
- The apartment is located in the heart of Cow Hollow, specifically in between Laguna St. and Buchanan St. We are the top apartment so no noise above the apartment. The Urban Remedy juice shop is below us.
- There's great restaurants and bars all around the apartment. Some of the most popular spots include Marengo, Italian Homemade and Perry's.
- Neighborhood bars and staples to the area are Bus Stop and Blue Light.
- Commuting to and from the apartment is super easy. Two public transportation options are SF MUNI (the bus) which picks you up ~20 steps to the right from our front door and Chariot ~20 steps to the left of the front door.
- The apartment is 5 minute walking distance to one of the most desirable views/parks in the entire city: Marina Green and Crissy Field. If you're active and like to get outside, this apartment is great for being able to do that.
A little about me:
- Easy going guy in my mid-late 20's. I've lived in this place for a while and appreciate keeping it tidy. I'm not a clean freak but air on the side of keeping things tidy and respectable for others.
- I enjoy watching sports on the weekends, Netflix etc. 
- I work at a health tech start up and lead our Business Development efforts for the past 4+ years. I travel quite a bit for work (~1 week per month).
- Looking for someone who is not bringing the party back from the bars but can enjoy the pros of living near that scene. Also pays rent on time, every month :)
Text/email me directly if you're seriously interested!
Ideal move in date is ASAP October 15th. Open to an end of October move-in date as well.",37.797588,-122.43156599999999,marina / cow hollow,2018-09-20 07:52:28,2018-10-15 10:16:28,1925.0,False,250.0,,,none,none,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3654 / 1br - 644ft2 - 1 Bedroom available Nov. 5th!!! (inner sunset / UCSF)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Welcome to Park West Apartments. 
 Here, you will enjoy the perfect blend of charm, comfort, great location and outstanding service. 
 Apartment #C205, available NOW, has the following great features:
�Granite counter-tops 
�Brand New Appliances
�Swimming Pool
�Pet Friendly 
�Fitness Center fully equipped to achieve results
�Washer and Dryer in Unit
�And so much more
 $99 Deposit
 Are you a dog or cat lover? We are! Bring along your Furry Friends to our pet-friendly community! (Breed Restrictions Apply)
 Park West Apartments is in a great central location. Just moments away from Restaurants, Shopping, Public Transportation, and the sights of San Francisco.
 What more can you ask? Put in application in today! C205 will be ready for you to move-in on November 5th!
 Contact us: 
 Park Westshow contact info
 | http://parkwest-apthomes.com/ 
 1201 Funston Avenue San Francisco, CA 94122
 *Equal Housing Opportunity*
 *Pricing and availability are subject to change*",37.765739,-122.470727,inner sunset / UCSF,2018-10-15 09:51:34,,3654.0,False,644.0,1.0,1.0,both,in-unit,covered,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$1950 / 1br - 400ft2 - 1 Bedroom/Mt. Davidson-Miraloma Park/Price just lowered! (twin peaks / diamond hts)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
1 Bedroom apartment on Mt. Davidson in Miraloma Park. Cozy space newly remodeled & painted with dishwasher, brand new bathroom and new floors. Use of washer & dryer. Bus service close by as well as BART in Glen Park. Lots of street parking.  Most suitable for single person only, no pets. Rent: $1950. w/first & last due at signing lease. Wireless internet and cable available for nominal fee.  Access to back yard. 
Very safe neighborhood. Available for move-in mid October 2018.",37.736178,-122.451631,twin peaks / diamond hts,2018-10-07 19:17:41,2018-10-14 14:52:35,1950.0,False,400.0,1.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
