"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20001","Researchers (FTE) - Total ","GRC","Greece","2015","2015",34708,,
"20001","Researchers (FTE) - Total ","GRC","Greece","2016","2016",29403,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2011","2011",23019,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2012","2012",23837,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2013","2013",25038,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2014","2014",26213,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2015","2015",25316,,
"20001","Researchers (FTE) - Total ","HUN","Hungary","2016","2016",25804,,
"20001","Researchers (FTE) - Total ","ISL","Iceland","2011","2011",2258.3,,
"20001","Researchers (FTE) - Total ","ISL","Iceland","2013","2013",1848.07,,
"20001","Researchers (FTE) - Total ","ISL","Iceland","2015","2015",1944.44,,
"20001","Researchers (FTE) - Total ","ISL","Iceland","2016","2016",2206,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2011","2011",15269,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2012","2012",16253.022,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2013","2013",16844.3,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2014","2014",20727.2,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2015","2015",25481,,
"20001","Researchers (FTE) - Total ","IRL","Ireland","2016","2016",26293,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2011","2011",106151.3,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2012","2012",110694.8,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2013","2013",116163.3,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2014","2014",118183,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2015","2015",125875,,
"20001","Researchers (FTE) - Total ","ITA","Italy","2016","2016",126674,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2011","2011",656651,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2012","2012",646347,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2013","2013",660489,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2014","2014",682935,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2015","2015",662071,,
"20001","Researchers (FTE) - Total ","JPN","Japan","2016","2016",665566,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2011","2011",288900.962,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2012","2012",315589.193,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2013","2013",321841.848,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2014","2014",345463.427,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2015","2015",356447.29,,
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2016","2016",361291.534,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2011","2011",2830.93,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2012","2012",2310.38,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2013","2013",2503.49,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2014","2014",2629,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2015","2015",2539,,
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2016","2016",2505,,
"20001","Researchers (FTE) - Total ","MEX","Mexico","2011","2011",39825.681,,
"20001","Researchers (FTE) - Total ","MEX","Mexico","2012","2012",29094.005,,
"20001","Researchers (FTE) - Total ","MEX","Mexico","2013","2013",29920.625,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2011","2011",61334.864,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2012","2012",73235.104,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2013","2013",76670.454,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2014","2014",76229.176,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2015","2015",79155,,
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2016","2016",82264,,
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2011","2011",16300,,
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2013","2013",17900,,
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2015","2015",18700,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2011","2011",27228,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2012","2012",27841,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2013","2013",28312,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2014","2014",29237,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2015","2015",30632,,
"20001","Researchers (FTE) - Total ","NOR","Norway","2016","2016",31913,,
"20001","Researchers (FTE) - Total ","POL","Poland","2011","2011",64132.8,,
"20001","Researchers (FTE) - Total ","POL","Poland","2012","2012",67000.8,,
"20001","Researchers (FTE) - Total ","POL","Poland","2013","2013",71472.3,,
"20001","Researchers (FTE) - Total ","POL","Poland","2014","2014",78621.9,,
"20001","Researchers (FTE) - Total ","POL","Poland","2015","2015",82594,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2011","2011",44056,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2012","2012",42498.2,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2013","2013",37813.403,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2014","2014",38155.425,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2015","2015",38672,,
"20001","Researchers (FTE) - Total ","PRT","Portugal","2016","2016",40746,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2011","2011",15325.9,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2012","2012",15270.9,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2013","2013",14727.4,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2014","2014",14742.2,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2015","2015",14405.5,,
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2016","2016",14149,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2011","2011",130234.9,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2012","2012",126777.509,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2013","2013",123224.687,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2014","2014",122235.386,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2015","2015",122437,,
"20001","Researchers (FTE) - Total ","ESP","Spain","2016","2016",126633,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2011","2011",48702,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2012","2012",49280,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2013","2013",64194,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2014","2014",66643,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2015","2015",66734,,
"20001","Researchers (FTE) - Total ","SWE","Sweden","2016","2016",70372,,
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2012","2012",35785.162,,
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2015","2015",43739.502,,
"20001","Researchers (FTE) - Total ","TUR","Turkey","2011","2011",72108.598,,
"20001","Researchers (FTE) - Total ","TUR","Turkey","2012","2012",82122.437,,
"20001","Researchers (FTE) - Total ","TUR","Turkey","2013","2013",89074.861,,
"20001","Researchers (FTE) - Total ","TUR","Turkey","2014","2014",89657.262,,
"20001","Researchers (FTE) - Total ","TUR","Turkey","2015","2015",95160.763,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",251357.6,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",256156.4,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",267698.5,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",276583.8,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",284483,,
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",291416,,
"20001","Researchers (FTE) - Total ","USA","United States of America","2011","2011",1253100.424,,
"20001","Researchers (FTE) - Total ","USA","United States of America","2012","2012",1264199.103,,
"20001","Researchers (FTE) - Total ","USA","United States of America","2013","2013",1305862.356,,
"20001","Researchers (FTE) - Total ","USA","United States of America","2014","2014",1351903.194,,
"20001","Researchers (FTE) - Total ","USA","United States of America","2015","2015",1379977.162,,
"20001","Researchers (FTE) - Total ","DZA","Algeria","2017","2017",33911.93,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2011","2011",49028.83,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2012","2012",50489.18231,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2013","2013",50784.51421,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2014","2014",51665,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2015","2015",52969.5,,
"20001","Researchers (FTE) - Total ","ARG","Argentina","2016","2016",54046.38,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2012","2012",577.3,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2013","2013",828.5,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2014","2014",1018.1,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2015","2015",1252.5,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2016","2016",1422.2,,
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2017","2017",1626.9,,
"20001","Researchers (FTE) - Total ","BRA","Brazil","2011","2011",145710,,
"20001","Researchers (FTE) - Total ","BRA","Brazil","2012","2012",157136,,
"20001","Researchers (FTE) - Total ","BRA","Brazil","2013","2013",168563,,
"20001","Researchers (FTE) - Total ","BRA","Brazil","2014","2014",179989,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2011","2011",11902,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2012","2012",11300,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2013","2013",12275,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2014","2014",13201,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2015","2015",14236,,
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2016","2016",16001,,
"20001","Researchers (FTE) - Total ","KHM","Cambodia","2015","2015",471.34,,
"20001","Researchers (FTE) - Total ","CPV","Cabo Verde","2011","2011",25,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2011","2011",6078.4,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2012","2012",6798.01,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2013","2013",5892.899,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2014","2014",7585.24,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2015","2015",8175.327,,
"20001","Researchers (FTE) - Total ","CHL","Chile","2016","2016",8992.522,,
"20001","Researchers (FTE) - Total ","CHN","China","2011","2011",1318086,,
"20001","Researchers (FTE) - Total ","CHN","China","2012","2012",1404017,,
"20001","Researchers (FTE) - Total ","CHN","China","2013","2013",1484039.7,,
"20001","Researchers (FTE) - Total ","CHN","China","2014","2014",1524280.3,,
"20001","Researchers (FTE) - Total ","CHN","China","2015","2015",1619027.7,,
"20001","Researchers (FTE) - Total ","CHN","China","2016","2016",1692175.8,,
"20001","Researchers (FTE) - Total ","COL","Colombia","2013","2013",2667,,
"20001","Researchers (FTE) - Total ","COL","Colombia","2014","2014",2738,,
"20001","Researchers (FTE) - Total ","COL","Colombia","2015","2015",3305,,
"20001","Researchers (FTE) - Total ","COL","Colombia","2016","2016",4305,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2011","2011",1882,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2012","2012",1581,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2013","2013",1684,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2014","2014",2726,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2015","2015",2401,,
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2016","2016",2574,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2011","2011",6847,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2012","2012",6688,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2013","2013",6529,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2014","2014",6117,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2015","2015",6367,,
"20001","Researchers (FTE) - Total ","HRV","Croatia","2016","2016",7555,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2011","2011",917,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2012","2012",881,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2013","2013",889,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2014","2014",902,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2015","2015",856,,
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2016","2016",855,,
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2011","2011",2736.39444,,
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2012","2012",4350.8,,
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2013","2013",5508,,
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2014","2014",6372.6,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2011","2011",41568.4,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2012","2012",44692.7,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2013","2013",47652,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2014","2014",61058.55,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2015","2015",62208.35,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2016","2016",65097.2744,,
"20001","Researchers (FTE) - Total ","EGY","Egypt","2017","2017",65301.3,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2011","2011",4511,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2012","2012",4582,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2013","2013",4407,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2014","2014",4323,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2015","2015",4187,,
"20001","Researchers (FTE) - Total ","EST","Estonia","2016","2016",4338,,
"20001","Researchers (FTE) - Total ","ETH","Ethiopia","2013","2013",4266.723,,
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2011","2011",370,,
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2012","2012",411,,
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2013","2013",271,,
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2014","2014",323,,
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2015","2015",360,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2011","2011",20381,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2012","2012",21236,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2013","2013",22466,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2014","2014",23831,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2015","2015",23675,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2016","2016",24865,,
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2017","2017",25127,,
"20001","Researchers (FTE) - Total ","IND","India","2015","2015",282994,,
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2012","2012",52656,,
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2013","2013",51961,,
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2011","2011",13559,,
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2014","2014",2394,,
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2015","2015",2341.01167,,
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2016","2016",2370.99722,,
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2017","2017",3977.69056,,
"20001","Researchers (FTE) - Total ","JOR","Jordan","2015","2015",2339,,
"20001","Researchers (FTE) - Total ","JOR","Jordan","2016","2016",5660,,
"20001","Researchers (FTE) - Total ","JOR","Jordan","2017","2017",5832,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2011","2011",411,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2012","2012",439,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2014","2014",2289,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2015","2015",1518,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2016","2016",1892,,
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2017","2017",2034.4,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2011","2011",3947,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2012","2012",3904,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2013","2013",3625,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2014","2014",3748,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2015","2015",3613,,
"20001","Researchers (FTE) - Total ","LVA","Latvia","2016","2016",3152,,
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2011","2011",11.9,,
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2015","2015",49.65,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2011","2011",8390,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2012","2012",8023,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2013","2013",8557,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2014","2014",9075,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2015","2015",8167,,
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2016","2016",8526,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2011","2011",922.72,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2012","2012",1269,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2013","2013",1401.92,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2014","2014",1740.3,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2015","2015",1785,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2016","2016",1777.65,,
"20001","Researchers (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2017","2017",1518.52,,
"20001","Researchers (FTE) - Total ","MDG","Madagascar","2011","2011",1106,,
"20001","Researchers (FTE) - Total ","MDG","Madagascar","2016","2016",615,,
"20001","Researchers (FTE) - Total ","MDG","Madagascar","2017","2017",783,,
"20001","Researchers (FTE) - Total ","MYS","Malaysia","2011","2011",47242.1,,
"20001","Researchers (FTE) - Total ","MYS","Malaysia","2012","2012",52052.25,,
"20001","Researchers (FTE) - Total ","MYS","Malaysia","2014","2014",61351,,
"20001","Researchers (FTE) - Total ","MYS","Malaysia","2015","2015",69864,,
"20001","Researchers (FTE) - Total ","MLI","Mali","2015","2015",537.85,,
"20001","Researchers (FTE) - Total ","MLI","Mali","2017","2017",608.33,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2011","2011",746,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2012","2012",838,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2013","2013",804,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2014","2014",788,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2015","2015",820,,
"20001","Researchers (FTE) - Total ","MLT","Malta","2016","2016",829,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2011","2011",2767,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2012","2012",2736,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2013","2013",2623,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2014","2014",2655,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2015","2015",2694,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2016","2016",2577,,
"20001","Researchers (FTE) - Total ","MDA","Republic of Moldova","2017","2017",2568,,
"20001","Researchers (FTE) - Total ","MAR","Morocco","2011","2011",27714,,
"20001","Researchers (FTE) - Total ","MAR","Morocco","2012","2012",28264.86,,
"20001","Researchers (FTE) - Total ","MAR","Morocco","2014","2014",35025.06,,
"20001","Researchers (FTE) - Total ","MAR","Morocco","2016","2016",37709.48,,
"20001","Researchers (FTE) - Total ","MOZ","Mozambique","2015","2015",1161.87,,
"20001","Researchers (FTE) - Total ","MMR","Myanmar","2017","2017",816,,
"20001","Researchers (FTE) - Total ","PSE","Palestine","2013","2013",2492.25,,
"20001","Researchers (FTE) - Total ","PAK","Pakistan","2011","2011",26223,,
"20001","Researchers (FTE) - Total ","PAK","Pakistan","2013","2013",30244,,
"20001","Researchers (FTE) - Total ","PAK","Pakistan","2015","2015",55611,,
"20001","Researchers (FTE) - Total ","PAN","Panama","2011","2011",438,,
"20001","Researchers (FTE) - Total ","PAN","Panama","2012","2012",142,,
"20001","Researchers (FTE) - Total ","PAN","Panama","2013","2013",150,,
"20001","Researchers (FTE) - Total ","PRY","Paraguay","2011","2011",317,,
"20001","Researchers (FTE) - Total ","PRY","Paraguay","2012","2012",1081,,
"20001","Researchers (FTE) - Total ","PRY","Paraguay","2014","2014",1004.5,,
"20001","Researchers (FTE) - Total ","PRY","Paraguay","2015","2015",1222,,
"20001","Researchers (FTE) - Total ","PRY","Paraguay","2016","2016",820.8396,,
"20001","Researchers (FTE) - Total ","PHL","Philippines","2011","2011",8037.97057,,
"20001","Researchers (FTE) - Total ","PHL","Philippines","2013","2013",18480.84975,,
"20001","Researchers (FTE) - Total ","PRI","Puerto Rico","2013","2013",960,,
"20001","Researchers (FTE) - Total ","PRI","Puerto Rico","2015","2015",1178,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2011","2011",16080,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2012","2012",18016,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2013","2013",18576,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2014","2014",18109,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2015","2015",17459,,
"20001","Researchers (FTE) - Total ","ROU","Romania","2016","2016",18046,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2011","2011",447579,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2012","2012",443269,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2013","2013",440581,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2014","2014",444865,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2015","2015",449180,,
"20001","Researchers (FTE) - Total ","RUS","Russian Federation","2016","2016",428884,,
"20001","Researchers (FTE) - Total ","SEN","Senegal","2015","2015",8227.2,,
"20001","Researchers (FTE) - Total ","SGP","Singapore","2011","2011",33718.5,,
"20001","Researchers (FTE) - Total ","SGP","Singapore","2012","2012",34140.997,,
"20001","Researchers (FTE) - Total ","SGP","Singapore","2013","2013",36025.435,,
"20001","Researchers (FTE) - Total ","SGP","Singapore","2014","2014",36665.597,,
"20001","Researchers (FTE) - Total ","SVN","Slovenia","2011","2011",8774,,
"20001","Researchers (FTE) - Total ","SVN","Slovenia","2012","2012",8884,,
"20001","Researchers (FTE) - Total ","SVN","Slovenia","2013","2013",8707,,
"20001","Researchers (FTE) - Total ","SVN","Slovenia","2014","2014",8574,,
