"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20002","Technicians (FTE) - Total ","TUR","Turkey","2015","2015",17317.923,,
"20002","Technicians (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",72988.6,,
"20002","Technicians (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",68483.6,,
"20002","Technicians (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",77215,,
"20002","Technicians (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",82138,,
"20002","Technicians (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",88910,,
"20002","Technicians (FTE) - Total ","DZA","Algeria","2017","2017",1732.62,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2011","2011",11291,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2012","2012",12829,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2013","2013",13560.57485,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2014","2014",13703,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2015","2015",13953,,
"20002","Technicians (FTE) - Total ","ARG","Argentina","2016","2016",13599,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2012","2012",143,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2013","2013",144.4,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2014","2014",181.5,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2015","2015",226.6,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2016","2016",215.8,,
"20002","Technicians (FTE) - Total ","BIH","Bosnia and Herzegovina","2017","2017",224.4,,
"20002","Technicians (FTE) - Total ","BGR","Bulgaria","2011","2011",3263,,
"20002","Technicians (FTE) - Total ","KHM","Cambodia","2015","2015",945.02,,
"20002","Technicians (FTE) - Total ","CPV","Cabo Verde","2011","2011",4,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2011","2011",4629.82,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2012","2012",5364.57,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2013","2013",4788.023,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2014","2014",5570.596,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2015","2015",5116.617,,
"20002","Technicians (FTE) - Total ","CHL","Chile","2016","2016",5402.276,,
"20002","Technicians (FTE) - Total ","HRV","Croatia","2011","2011",2680,,
"20002","Technicians (FTE) - Total ","HRV","Croatia","2012","2012",2651,,
"20002","Technicians (FTE) - Total ","HRV","Croatia","2013","2013",2820,,
"20002","Technicians (FTE) - Total ","HRV","Croatia","2014","2014",2879,,
"20002","Technicians (FTE) - Total ","HRV","Croatia","2015","2015",3157,,
"20002","Technicians (FTE) - Total ","CYP","Cyprus","2011","2011",221,,
"20002","Technicians (FTE) - Total ","CYP","Cyprus","2012","2012",205,,
"20002","Technicians (FTE) - Total ","CYP","Cyprus","2013","2013",203,,
"20002","Technicians (FTE) - Total ","CYP","Cyprus","2014","2014",224,,
"20002","Technicians (FTE) - Total ","CYP","Cyprus","2015","2015",218,,
"20002","Technicians (FTE) - Total ","ECU","Ecuador","2011","2011",1176.83889,,
"20002","Technicians (FTE) - Total ","ECU","Ecuador","2012","2012",1292,,
"20002","Technicians (FTE) - Total ","ECU","Ecuador","2013","2013",1234,,
"20002","Technicians (FTE) - Total ","ECU","Ecuador","2014","2014",1435,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2011","2011",21958,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2012","2012",23088,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2013","2013",24117,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2014","2014",31795.275,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2015","2015",31795.275,,
"20002","Technicians (FTE) - Total ","EGY","Egypt","2016","2016",31795.275,,
"20002","Technicians (FTE) - Total ","EST","Estonia","2011","2011",879,,
"20002","Technicians (FTE) - Total ","EST","Estonia","2012","2012",938,,
"20002","Technicians (FTE) - Total ","EST","Estonia","2013","2013",1058,,
"20002","Technicians (FTE) - Total ","EST","Estonia","2014","2014",890,,
"20002","Technicians (FTE) - Total ","EST","Estonia","2015","2015",888,,
"20002","Technicians (FTE) - Total ","ETH","Ethiopia","2013","2013",3156.6,,
"20002","Technicians (FTE) - Total ","GTM","Guatemala","2011","2011",214,,
"20002","Technicians (FTE) - Total ","GTM","Guatemala","2012","2012",276,,
"20002","Technicians (FTE) - Total ","GTM","Guatemala","2013","2013",360,,
"20002","Technicians (FTE) - Total ","GTM","Guatemala","2014","2014",420,,
"20002","Technicians (FTE) - Total ","GTM","Guatemala","2015","2015",416,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2011","2011",2462,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2012","2012",2779,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2013","2013",2080,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2014","2014",1985,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2015","2015",2692,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2016","2016",2351,,
"20002","Technicians (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2017","2017",2908,,
"20002","Technicians (FTE) - Total ","IND","India","2015","2015",125184,,
"20002","Technicians (FTE) - Total ","IRQ","Iraq","2011","2011",1940,,
"20002","Technicians (FTE) - Total ","IRQ","Iraq","2014","2014",875.43397,,
"20002","Technicians (FTE) - Total ","IRQ","Iraq","2015","2015",888.73667,,
"20002","Technicians (FTE) - Total ","IRQ","Iraq","2016","2016",951.615,,
"20002","Technicians (FTE) - Total ","JOR","Jordan","2015","2015",1009,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2011","2011",95,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2012","2012",66,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2014","2014",228.8,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2015","2015",210,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2016","2016",192,,
"20002","Technicians (FTE) - Total ","KWT","Kuwait","2017","2017",206.6,,
"20002","Technicians (FTE) - Total ","LVA","Latvia","2011","2011",819,,
"20002","Technicians (FTE) - Total ","LSO","Lesotho","2011","2011",1.8,,
"20002","Technicians (FTE) - Total ","LSO","Lesotho","2015","2015",14.3,,
"20002","Technicians (FTE) - Total ","LTU","Lithuania","2011","2011",1426,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2011","2011",123.47,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2012","2012",226.75,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2013","2013",110.69,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2014","2014",140.9,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2015","2015",154.6,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2016","2016",176.92,,
"20002","Technicians (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2017","2017",191.3,,
"20002","Technicians (FTE) - Total ","MDG","Madagascar","2011","2011",359,,
"20002","Technicians (FTE) - Total ","MDG","Madagascar","2016","2016",483,,
"20002","Technicians (FTE) - Total ","MDG","Madagascar","2017","2017",275,,
"20002","Technicians (FTE) - Total ","MYS","Malaysia","2011","2011",4548.89,,
"20002","Technicians (FTE) - Total ","MYS","Malaysia","2012","2012",4733.61,,
"20002","Technicians (FTE) - Total ","MYS","Malaysia","2014","2014",6336.62,,
"20002","Technicians (FTE) - Total ","MYS","Malaysia","2015","2015",4006.6,,
"20002","Technicians (FTE) - Total ","MLI","Mali","2015","2015",321.83,,
"20002","Technicians (FTE) - Total ","MLI","Mali","2017","2017",453.28,,
"20002","Technicians (FTE) - Total ","MLT","Malta","2011","2011",407,,
"20002","Technicians (FTE) - Total ","MLT","Malta","2012","2012",385,,
"20002","Technicians (FTE) - Total ","MLT","Malta","2013","2013",344,,
"20002","Technicians (FTE) - Total ","MLT","Malta","2014","2014",408,,
"20002","Technicians (FTE) - Total ","MLT","Malta","2015","2015",332,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2011","2011",236,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2012","2012",234,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2013","2013",262,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2014","2014",244,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2015","2015",240,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2016","2016",261,,
"20002","Technicians (FTE) - Total ","MDA","Republic of Moldova","2017","2017",251,,
"20002","Technicians (FTE) - Total ","MAR","Morocco","2011","2011",1697,,
"20002","Technicians (FTE) - Total ","MAR","Morocco","2012","2012",1414,,
"20002","Technicians (FTE) - Total ","MAR","Morocco","2014","2014",1414,,
"20002","Technicians (FTE) - Total ","MAR","Morocco","2016","2016",1414,,
"20002","Technicians (FTE) - Total ","MOZ","Mozambique","2015","2015",723.12,,
"20002","Technicians (FTE) - Total ","PSE","Palestine","2013","2013",771.8,,
"20002","Technicians (FTE) - Total ","PAK","Pakistan","2011","2011",10304,,
"20002","Technicians (FTE) - Total ","PAK","Pakistan","2013","2013",13079,,
"20002","Technicians (FTE) - Total ","PAK","Pakistan","2015","2015",13450,,
"20002","Technicians (FTE) - Total ","PHL","Philippines","2011","2011",1195.94243,,
"20002","Technicians (FTE) - Total ","PHL","Philippines","2013","2013",2764.57027,,
"20002","Technicians (FTE) - Total ","ROU","Romania","2011","2011",5132,,
"20002","Technicians (FTE) - Total ","ROU","Romania","2012","2012",5095,,
"20002","Technicians (FTE) - Total ","ROU","Romania","2013","2013",4993,,
"20002","Technicians (FTE) - Total ","ROU","Romania","2014","2014",4510,,
"20002","Technicians (FTE) - Total ","ROU","Romania","2015","2015",5328,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2011","2011",70491,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2012","2012",68432,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2013","2013",69754,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2014","2014",71843,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2015","2015",70121,,
"20002","Technicians (FTE) - Total ","RUS","Russian Federation","2016","2016",66957,,
"20002","Technicians (FTE) - Total ","SEN","Senegal","2015","2015",538,,
"20002","Technicians (FTE) - Total ","SGP","Singapore","2011","2011",2412.7,,
"20002","Technicians (FTE) - Total ","SGP","Singapore","2012","2012",2450.134,,
"20002","Technicians (FTE) - Total ","SGP","Singapore","2013","2013",2477.804,,
"20002","Technicians (FTE) - Total ","SGP","Singapore","2014","2014",2490.32,,
"20002","Technicians (FTE) - Total ","SVN","Slovenia","2011","2011",5045,,
"20002","Technicians (FTE) - Total ","SVN","Slovenia","2012","2012",4760,,
"20002","Technicians (FTE) - Total ","SVN","Slovenia","2013","2013",5205,,
"20002","Technicians (FTE) - Total ","SVN","Slovenia","2014","2014",4946,,
"20002","Technicians (FTE) - Total ","SVN","Slovenia","2015","2015",4970,,
"20002","Technicians (FTE) - Total ","ZAF","South Africa","2011","2011",5566.86,,
"20002","Technicians (FTE) - Total ","ZAF","South Africa","2012","2012",6582.3,,
"20002","Technicians (FTE) - Total ","ZAF","South Africa","2013","2013",6905.49,,
"20002","Technicians (FTE) - Total ","ZAF","South Africa","2014","2014",7731.3,,
"20002","Technicians (FTE) - Total ","ZAF","South Africa","2015","2015",7688.3,,
"20002","Technicians (FTE) - Total ","LKA","Sri Lanka","2013","2013",1258,"‡","UIS Estimation"
"20002","Technicians (FTE) - Total ","LKA","Sri Lanka","2014","2014",1719,,
"20002","Technicians (FTE) - Total ","LKA","Sri Lanka","2015","2015",1562,,
"20002","Technicians (FTE) - Total ","THA","Thailand","2011","2011",11313,,
"20002","Technicians (FTE) - Total ","THA","Thailand","2014","2014",13090,,
"20002","Technicians (FTE) - Total ","THA","Thailand","2015","2015",16539,,
"20002","Technicians (FTE) - Total ","THA","Thailand","2016","2016",22055,,
"20002","Technicians (FTE) - Total ","TGO","Togo","2011","2011",56.6,,
"20002","Technicians (FTE) - Total ","TGO","Togo","2012","2012",55.75,,
"20002","Technicians (FTE) - Total ","TGO","Togo","2014","2014",64.3,,
"20002","Technicians (FTE) - Total ","TGO","Togo","2016","2016",18.25,,
"20002","Technicians (FTE) - Total ","TGO","Togo","2017","2017",18.1,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2011","2011",537,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2012","2012",553,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2013","2013",673,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2014","2014",650,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2015","2015",710,,
"20002","Technicians (FTE) - Total ","TUN","Tunisia","2016","2016",717,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2011","2011",11977,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2012","2012",10821.9,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2013","2013",9811.4,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2014","2014",8608.6,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2015","2015",7983.1,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2016","2016",7585.9,,
"20002","Technicians (FTE) - Total ","UKR","Ukraine","2017","2017",7492.8,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2011","2011",367,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2012","2012",364,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2013","2013",423,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2014","2014",440.2,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2015","2015",666.69,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2016","2016",98.47,,
"20002","Technicians (FTE) - Total ","MAC","China, Macao Special Administrative Region","2017","2017",135.73,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2011","2011",2164.8,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2012","2012",2243.9,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2013","2013",2320.9,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2014","2014",2495.4,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2015","2015",2973.9,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2016","2016",3034,,
"20002","Technicians (FTE) - Total ","SRB","Serbia","2017","2017",2876.5,,
"21002","Technicians (HC) - Total ","AUT","Austria","2011","2011",30846,,
"21002","Technicians (HC) - Total ","AUT","Austria","2013","2013",33879,,
"21002","Technicians (HC) - Total ","AUT","Austria","2015","2015",36336,,
"21002","Technicians (HC) - Total ","BEL","Belgium","2011","2011",22990,,
"21002","Technicians (HC) - Total ","CZE","Czechia","2011","2011",25027.46,,
"21002","Technicians (HC) - Total ","CZE","Czechia","2012","2012",26875.51,,
"21002","Technicians (HC) - Total ","CZE","Czechia","2013","2013",27616.44,,
"21002","Technicians (HC) - Total ","CZE","Czechia","2014","2014",29476.15,,
"21002","Technicians (HC) - Total ","CZE","Czechia","2015","2015",29590.99,,
"21002","Technicians (HC) - Total ","DNK","Denmark","2011","2011",17870.7,,
"21002","Technicians (HC) - Total ","DEU","Germany","2011","2011",180927.033,,
"21002","Technicians (HC) - Total ","DEU","Germany","2013","2013",179947.228,,
"21002","Technicians (HC) - Total ","DEU","Germany","2015","2015",195993,,
"21002","Technicians (HC) - Total ","GRC","Greece","2011","2011",12080,,
"21002","Technicians (HC) - Total ","HUN","Hungary","2011","2011",9797,,
"21002","Technicians (HC) - Total ","HUN","Hungary","2012","2012",10216,,
"21002","Technicians (HC) - Total ","HUN","Hungary","2013","2013",11247,,
"21002","Technicians (HC) - Total ","HUN","Hungary","2014","2014",10069,,
"21002","Technicians (HC) - Total ","HUN","Hungary","2015","2015",10303,,
"21002","Technicians (HC) - Total ","ISL","Iceland","2011","2011",1098,,
"21002","Technicians (HC) - Total ","ISL","Iceland","2013","2013",1020,,
"21002","Technicians (HC) - Total ","ISL","Iceland","2015","2015",1176,,
"21002","Technicians (HC) - Total ","ISL","Iceland","2016","2016",1175,,
"21002","Technicians (HC) - Total ","IRL","Ireland","2011","2011",5815,,
"21002","Technicians (HC) - Total ","IRL","Ireland","2013","2013",7116.8,,
"21002","Technicians (HC) - Total ","IRL","Ireland","2015","2015",8174,,
"21002","Technicians (HC) - Total ","JPN","Japan","2011","2011",84299,,
"21002","Technicians (HC) - Total ","JPN","Japan","2012","2012",78295,,
"21002","Technicians (HC) - Total ","JPN","Japan","2013","2013",78228,,
"21002","Technicians (HC) - Total ","JPN","Japan","2014","2014",84106,,
"21002","Technicians (HC) - Total ","JPN","Japan","2015","2015",83410,,
"21002","Technicians (HC) - Total ","JPN","Japan","2016","2016",83551,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2011","2011",107104,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2012","2012",109037,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2013","2013",110741,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2014","2014",114814,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2015","2015",113041,,
"21002","Technicians (HC) - Total ","KOR","Republic of Korea","2016","2016",112391,,
"21002","Technicians (HC) - Total ","LUX","Luxembourg","2011","2011",2138,,
"21002","Technicians (HC) - Total ","LUX","Luxembourg","2013","2013",1872,,
"21002","Technicians (HC) - Total ","LUX","Luxembourg","2015","2015",2261,,
"21002","Technicians (HC) - Total ","MEX","Mexico","2011","2011",26897.683,,
"21002","Technicians (HC) - Total ","MEX","Mexico","2012","2012",20470.653,,
"21002","Technicians (HC) - Total ","MEX","Mexico","2013","2013",19624.285,,
"21002","Technicians (HC) - Total ","NLD","Netherlands","2011","2011",53704.296,,
"21002","Technicians (HC) - Total ","NZL","New Zealand","2011","2011",7200,,
"21002","Technicians (HC) - Total ","NZL","New Zealand","2013","2013",7600,,
"21002","Technicians (HC) - Total ","NZL","New Zealand","2015","2015",7900,,
"21002","Technicians (HC) - Total ","POL","Poland","2011","2011",21386,,
"21002","Technicians (HC) - Total ","POL","Poland","2012","2012",23160,,
"21002","Technicians (HC) - Total ","POL","Poland","2013","2013",22400,,
"21002","Technicians (HC) - Total ","POL","Poland","2014","2014",23703,,
"21002","Technicians (HC) - Total ","POL","Poland","2015","2015",23459,,
"21002","Technicians (HC) - Total ","PRT","Portugal","2011","2011",7136,,
"21002","Technicians (HC) - Total ","PRT","Portugal","2012","2012",7428,,
"21002","Technicians (HC) - Total ","PRT","Portugal","2013","2013",14760,,
"21002","Technicians (HC) - Total ","PRT","Portugal","2014","2014",15530,,
"21002","Technicians (HC) - Total ","PRT","Portugal","2015","2015",18991,,
"21002","Technicians (HC) - Total ","SVK","Slovakia","2011","2011",2681,,
"21002","Technicians (HC) - Total ","SVK","Slovakia","2012","2012",2753,,
"21002","Technicians (HC) - Total ","SVK","Slovakia","2013","2013",2425,,
"21002","Technicians (HC) - Total ","SVK","Slovakia","2014","2014",2574,,
"21002","Technicians (HC) - Total ","SVK","Slovakia","2015","2015",2844,,
"21002","Technicians (HC) - Total ","ESP","Spain","2011","2011",84421,,
"21002","Technicians (HC) - Total ","ESP","Spain","2012","2012",83076.54,,
"21002","Technicians (HC) - Total ","ESP","Spain","2013","2013",81593.553,,
"21002","Technicians (HC) - Total ","ESP","Spain","2014","2014",78556.356,,
"21002","Technicians (HC) - Total ","ESP","Spain","2015","2015",81624,,
"21002","Technicians (HC) - Total ","SWE","Sweden","2011","2011",25564,,
"21002","Technicians (HC) - Total ","CHE","Switzerland","2012","2012",23383.415,,
"21002","Technicians (HC) - Total ","CHE","Switzerland","2015","2015",30695.868,,
"21002","Technicians (HC) - Total ","TUR","Turkey","2011","2011",16393,,
"21002","Technicians (HC) - Total ","TUR","Turkey","2012","2012",17961,,
